CITY,STATE,IBGE_ID,CAPITAL,IBGE_RES_POP_ESTR_PERC,IBGE_DU_RATE,IBGE_DU_RURAL_PERC,IBGE_POP_UP_PERC,IBGE_0-14_PERC,IBGE_15-59_PERC,IBGE_60+_PERC,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,REGIAO_TUR,CATEGORIA_TUR,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,CARS_RATE,MOTORCYCLES_RATE,UBER,MCDONALDS,WALMART,POST_OFFICES_RATE,IBGE_POP_10+_2010,IBGE_EDU_0_PERC,IBGE_EDU_1_PERC,IBGE_EDU_2_PERC,IBGE_EDU_3_PERC,IBGE_EDU_NA_PERC,IBGE_ESTIMATED_POP_2017,HOMICIDES,HIDDEN_HOMICIDES,GINI_INDEX_2000,GINI_INDEX_2010,ILLITERACY_RATE_10+_2010,UNEMPLOYMENT_RATE_10+_2010
Duque Bacelar,MA,2103901,0,0,0.224152503,0.468370339,0.501455536,0.354494382,0.5582397,0.087265918,1943,6609,5372,0.53,0.485,0.693,0.451,-42.9441802,-4.147819097,49.64,158,52,317.92,Sem Região,Z,Rural Adjacente,6207.38,3455.74,16458.71,36150.02,62271.85,2.12,64393.65,11148,5776.25,"Administração, defesa, educação e saúde públicas e seguridade social",24082505,20,0,0,0,0,0,1,13,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,1,0,17113514,0,0.007524788,0.066129603,0,0,0,,0.759507935,0.747032641,0.135509397,0.100395648,0.015702275,0.00136004,11208,3,0,0.5682,0.6053,0.301858919,0.614058845
Duque De Caxias,RJ,3301702,0,0.001919191,0.315231426,0.003283396,0.960075926,0.2386495,0.659661035,0.101689465,657,15795,1579,0.711,0.692,0.833,0.624,-43.30988807,-22.78525325,11,67980,139693,467.07,Baixada Verde,B,Urbano,13548.34,10649907.06,17891891.88,6404.26,34959603.76,4898138.63,39857742.39,886917,44939.65,Demais serviços,1886978953,12129,10,12,1164,0,60,554,5375,710,707,171,71,91,373,710,5,507,401,120,1087,0,1,6,710,36,15,4,2,4942795253,16048958279,0.198530594,0.048948854,0,4,0,0.874906904,0.853559098,0.479610432,0.21934988,0.252446447,0.042179455,0.006415157,890997,515,45,0.5241,0.4875,0.047231096,0.414087544
Durandé,MG,3123528,0,0.000269433,0.295298397,0.484945255,0.477704432,0.258037225,0.618443316,0.123519459,4589,41919,3219,0.645,0.626,0.842,0.508,-41.79426165,-20.20723888,694.88,513,86,217.46,Pico Da Bandeira,E,Rural Adjacente,34489.25,4409.98,26928.91,30238.7,96066.85,4136.29,100203.13,7852,12761.48,"Agricultura, inclusive apoio à agricultura e a pós colheita",13740984,107,1,3,8,2,0,3,62,3,3,0,0,0,3,1,2,4,4,0,8,0,0,1,18,0,0,0,0,0,0,0.190756625,0.229932147,0,0,0,38.40737422,0.834433517,0.704391346,0.1432031,0.116080077,0.030351954,0.005973523,7884,0,0,0.5365,0.4343,0.158694247,0.349547511
Echaporã,SP,3514700,0,0,0.320671098,0.201382034,0.794555239,0.209561753,0.627290837,0.16314741,13765,73191,657,0.745,0.719,0.834,0.69,-50.20700615,-22.424997,684.99,381,563,515.26,Encantos Vale Do Paranapanema,D,Intermediário Adjacente,48039.87,6099.93,44760.68,25772.63,124.67,4204.29,128877.39,6281,20518.61,Demais serviços,20858090,152,33,0,7,0,0,3,69,2,13,3,0,3,5,4,2,1,4,0,3,0,0,1,34,0,1,0,1,0,38980174,0.31802638,0.063833252,0,0,0,16.28399284,0.866413422,0.531421264,0.161490683,0.229265619,0.072890026,0.00511509,6247,0,1,0.5267,0.5424,0.089253188,0.317304189
Ecoporanga,ES,3202108,0,0.000258487,0.329700155,0.343525415,0.633637774,0.245104705,0.626801741,0.128093555,1225,11657,2858,0.662,0.631,0.819,0.562,-40.83008116,-18.37525238,230.81,197,1230,2285.37,Sem Região,Z,Rural Adjacente,63115.54,61087.75,107867.07,97.08,329154.84,14982.5,344137.34,24243,14195.33,"Administração, defesa, educação e saúde públicas e seguridade social",53968528,521,5,27,36,0,0,21,238,44,14,7,1,0,25,13,3,17,11,4,55,0,0,0,0,0,3,0,3,0,332324786,0.128791171,0.201529504,0,0,0,26.07108716,0.849991384,0.652762291,0.136391282,0.173948302,0.033755702,0.003193107,24217,3,1,0.6279,0.4965,0.182833926,0.379939055
Edealina,GO,5207352,0,0.001339405,0.365121886,0.3081438,0.680150013,0.215045293,0.630169358,0.154785349,40760,138664,1845,0.7,0.722,0.808,0.594,-49.66469511,-17.4228917,548.52,352,135,603.65,Sem Região,Z,Rural Adjacente,88.05,60.62,47739.24,21643.21,218058.68,22449.78,240508.47,3811,63109.02,"Agricultura, inclusive apoio à agricultura e a pós colheita",21727271,65,2,0,2,0,0,1,40,1,4,0,0,0,2,1,5,2,2,1,2,0,0,2,15,0,0,0,0,0,0,0.234501348,0.170889488,0,0,0,26.9541779,0.867666756,0.623958012,0.162395801,0.167335597,0.044766903,0.001234949,3809,2,0,0.5792,0.5113,0.106933744,0.303543914
Edéia,GO,5207402,0,0.000443813,0.337386828,0.158116285,0.839162081,0.22709964,0.664903744,0.107996615,61810,327298,805,0.74,0.755,0.826,0.648,-49.93442396,-17.33808003,569.55,1131,578,1461.5,Sem Região,Z,Intermediário Adjacente,145.84,307079.67,173386.27,48529.64,674833.56,39226.55,714.06,12140,58818.79,Indústrias de transformação,35962281,296,12,0,8,0,0,13,148,17,21,3,0,2,14,10,4,12,11,6,15,0,0,1,56,2,1,2,1,28422790,338232510,0.248126426,0.171472792,0,0,0,8.145975888,0.863039233,0.538825465,0.181322637,0.218759642,0.05872673,0.002365525,12231,11,0,0.5937,0.5393,0.113125902,0.292190398
Eirunepé,AM,1301407,0,0.000619599,0.195662808,0.224333333,0.661731616,0.371624285,0.568598462,0.059777252,1906,13167,4990,0.563,0.548,0.756,0.431,-69.86629026,-6.667352567,122.17,323,171,14966.24,Sem Região,Z,Intermediário Remoto,208085.64,10455.31,44938.16,123331.12,386810.22,4795.4,391605.63,34461,11363.73,"Produção florestal, pesca e aquicultura",,101,0,0,5,0,0,2,77,1,0,0,0,0,0,1,2,8,1,0,4,0,0,1,69,1,1,1,1,31532546,21831598,0.002726751,0.044661309,0,0,0,2.870264064,0.723006685,0.733164945,0.104911822,0.128771819,0.030851112,0.002255198,34888,15,0,0.645,0.6237,0.311778187,0.537500562
Eldorado,SP,3514809,0,0.001707534,0.290075814,0.481280904,0.490813469,0.268021152,0.609657668,0.12232118,5306,178113,2178,0.691,0.633,0.847,0.615,-48.10322842,-24.52538661,27.7,1083,1340,1654.26,Cavernas Da Mata Atlântica,D,Rural Adjacente,80.25,9384.57,66459.65,61536.92,217633.73,6441.2,224074.93,15388,14561.67,"Agricultura, inclusive apoio à agricultura e a pós colheita",38603742,321,34,1,12,0,0,6,129,8,31,2,0,0,14,12,3,17,6,5,41,0,0,4,226,2,0,2,0,91004373,0,0.15528071,0.095447776,0,0,0,19.42627728,0.825421761,0.586512205,0.1836988,0.170624741,0.050724038,0.008440215,15436,1,0,0.6099,0.5042,0.100364964,0.434638354
Eldorado,MS,5003751,0,0.001368223,0.311356251,0.15407855,0.794852061,0.243679398,0.651640667,0.104679935,31844,108148,2348,0.684,0.674,0.824,0.577,-54.28002825,-23.77405392,329.6,141,868,1017.79,7 Caminhos Da Natureza / Cone Sul,D,Rural Adjacente,88006.64,30.56,105260.4,66925.55,290754.27,33934.18,324688.44,12176,26666.26,"Agricultura, inclusive apoio à agricultura e a pós colheita",33443538,246,1,0,30,0,1,7,137,14,12,3,3,1,9,4,2,1,8,1,12,0,0,1,50,1,0,1,0,70220379,0,0.236082893,0.150914262,0,0,0,16.25355547,0.837010433,0.620249285,0.165815284,0.159685329,0.052921945,0.001225991,12224,5,0,0.5197,0.4989,0.128890254,0.352989353
Eldorado Do Carajás,PA,1502954,0,0,0.260554961,0.469331079,0.519222299,0.348097431,0.590038778,0.061863791,3130,26395,5051,0.56,0.572,0.757,0.405,-49.37395194,-6.103525161,138.74,1406,110,2956.69,Araguaia-Tocantins,D,Intermediário Adjacente,82.48,33834.35,74454.11,108370.49,299136.08,23565.41,322701.5,32780,9844.46,"Administração, defesa, educação e saúde públicas e seguridade social",,231,2,3,14,0,1,8,138,3,7,2,0,0,3,5,2,19,7,0,17,0,0,1,82,0,2,0,2,0,93167599,0.032072222,0.159321732,0,0,0,2.969650175,0.776788523,0.776598761,0.123688793,0.081811186,0.013932202,0.003928557,32892,23,1,0.6831,0.58,0.194905959,0.482024617
Eldorado Do Sul,RS,4306767,0,0.001921789,0.322045249,0.10840868,0.871938969,0.251627985,0.651728168,0.096643847,14310,81086,1411,0.72,0.717,0.844,0.609,-51.31041893,-29.99929259,6.84,3498,5482,508.8,Sem Região,Z,Urbano,70977.3,197530.97,648126.61,171681.3,1088316.18,294040.12,1382356.3,38199,36188.28,Comércio e reparação de veículos automotores e motocicletas,91019327,807,10,4,86,0,2,65,304,55,55,19,12,13,26,57,2,24,7,17,49,0,0,0,0,0,3,0,3,0,305537554,0.287404965,0.088108653,0,0,0,7.381344881,0.843141251,0.482041718,0.232007183,0.251554082,0.031426993,0.002970023,38581,24,0,0.5447,0.4751,0.039025233,0.339440028
Elesbão Veloso,PI,2203503,0,0,0.298167034,0.285417148,0.697285006,0.234904635,0.604209902,0.160885463,4570,4117,4652,0.58,0.573,0.758,0.45,-42.13814445,-6.201719461,188.26,200,170,1383.98,Sem Região,Z,Rural Adjacente,9274.27,5455.69,41.41,52386.71,108530.87,8452.64,116983.5,14406,8120.47,"Administração, defesa, educação e saúde públicas e seguridade social",25398215,121,1,1,7,0,0,0,81,1,3,0,0,0,2,2,2,4,1,2,14,0,0,0,0,1,1,1,1,16190877,40342436,0.059398496,0.189747095,0,0,0,6.835269993,0.84991731,0.760823739,0.113426301,0.09210313,0.033241446,0.00048646,14383,0,1,0.5127,0.4879,0.330391839,0.387224741
Elias Fausto,SP,3514908,0,0.000570523,0.280760697,0.184917589,0.794611727,0.231511767,0.663342641,0.105145592,13289,88030,2069,0.695,0.701,0.822,0.583,-47.37677424,-23.04253672,572.24,1587,1973,202.36,Bem Viver,E,Rural Adjacente,86027.5,181224.18,187488.04,67142.99,521882.72,72.5,594.38,17241,34474.83,Demais serviços,51908621,409,50,1,70,0,2,16,164,14,25,1,3,6,12,19,2,7,6,3,8,0,0,1,44,2,2,2,2,74506197,127403006,0.259429675,0.107077937,0,0,0,11.36105431,0.856608558,0.615037371,0.188337157,0.14238141,0.037075409,0.017168652,17393,1,0,0.5072,0.4343,0.06710614,0.369528183
Eliseu Martins,PI,2203602,0,0,0.285316184,0.185574756,0.730332262,0.245670678,0.601115351,0.153213971,1254,1115,4276,0.595,0.616,0.742,0.462,-43.66481113,-8.09646229,260.11,97,99,1090.45,Sem Região,Z,Rural Remoto,2.6,2103.93,13703.77,18979.87,37386.57,3408.67,40795.24,4822,8460.23,"Administração, defesa, educação e saúde públicas e seguridade social",12562636,56,4,0,1,0,0,2,33,0,2,0,0,0,0,5,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0.034693878,0.12755102,0,0,0,20.40816327,0.837513398,0.723829025,0.112618377,0.114410033,0.049142565,0,4834,0,0,0.5479,0.5864,0.194678946,0.422870299
Elisiário,SP,3514924,0,0.000961538,0.318589744,0.084507042,0.909935897,0.185276506,0.672067629,0.142655865,6341,40470,627,0.747,0.711,0.825,0.712,-49.11083589,-21.16442902,508.31,242,281,93.98,Sem Região,Z,Urbano,16210.22,5147.6,22026.05,16356.6,59740.47,2893.1,62.63,3494,17926.03,Demais serviços,13210872,88,7,0,5,0,1,2,29,16,6,2,0,2,1,2,2,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0.278579356,0.07963374,0,0,0,27.74694784,0.888782051,0.523260007,0.217093401,0.228993869,0.026325279,0.004688063,3537,2,1,0.3708,0.3343,0.09081042,0.284370478
Elísio Medrado,BA,2910305,0,0,0.323140808,0.572819315,0.408330187,0.237596302,0.610169492,0.152234206,1017,2525,3643,0.623,0.59,0.777,0.527,-39.52048556,-12.94332584,376.47,600,119,179.33,Sem Região,Z,Rural Adjacente,12930.6,3.24,14.79,26033.43,57,1.94,58940.49,8448,6976.86,"Administração, defesa, educação e saúde públicas e seguridade social",17851201,64,0,0,7,0,0,1,33,1,1,0,0,0,4,2,2,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0.088927208,0.100258653,0,0,0,12.31678778,0.857682144,0.713028169,0.120305164,0.160798122,0.005868545,0,8461,1,0,0.5182,0.507,0.234023799,0.334508594
Elói Mendes,MG,3123601,0,0,0.306026963,0.192407359,0.805035686,0.226961533,0.648820371,0.124218096,7361,85605,2330,0.685,0.688,0.838,0.558,-45.5664342,-21.60931278,902.13,1168,1724,499.54,Lago De Furnas,D,Urbano,93214.04,62740.33,233199.79,102330.79,491484.94,62616.45,554101.38,27505,20145.48,Demais serviços,49741100,671,6,0,70,0,2,24,276,96,39,4,9,14,22,17,2,26,21,7,36,0,0,0,0,2,2,2,2,127705028,290572245,0.25906624,0.09909068,0,0,0,3.594148726,0.85408406,0.61448468,0.163881151,0.1590065,0.053296193,0.009377902,27730,3,1,0.5398,0.479,0.104247104,0.374005675
Emas,PB,2505907,0,0,0.250527585,0.312876053,0.637925837,0.274574669,0.605860113,0.119565217,299,232,4269,0.595,0.554,0.773,0.492,-37.71458598,-7.107992232,271.03,4,25,240.9,Sem Região,Z,Rural Adjacente,3.21,978.36,5804.86,18362.14,28354.39,789.06,29143.45,3507,8310.08,"Administração, defesa, educação e saúde públicas e seguridade social",11099694,22,0,0,0,0,0,0,9,0,0,0,0,0,0,1,2,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0.038801712,0.07617689,0,0,0,28.53067047,0.811576726,0.707280832,0.114413076,0.154531947,0.023774146,0,3528,1,0,0.6464,0.4662,0.274277242,0.404002965
Embaúba,SP,3514957,0,0,0.330994635,0.140897756,0.85018572,0.185436893,0.669417476,0.145145631,6466,37930,1045,0.73,0.723,0.84,0.641,-48.83262029,-20.98266805,546.35,167,153,83.13,Sem Região,Z,Urbano,15359.87,5053.87,12946.8,13311.45,46671.99,1195.14,47.87,2479,19309.05,"Agricultura, inclusive apoio à agricultura e a pós colheita",14063801,99,48,0,2,0,1,1,20,5,4,0,0,0,1,2,3,0,1,0,11,0,0,0,0,1,0,1,0,25631594,0,0.319218241,0.046416938,0,0,0,40.71661238,0.879488238,0.583763491,0.14547161,0.246832473,0.023932426,0,2476,0,0,0.5115,0.3658,0.075294118,0.208941176
Embu Das Artes,SP,3515004,0,0.001902344,0.283936228,0,0.94417017,0.252153709,0.677344832,0.070501459,0,0,915,0.735,0.7,0.839,0.676,-46.85085999,-23.6473125,791.83,19848,51339,70.4,"Mananciais, Aventura E Arte",C,Urbano,270.62,1560323.83,5720.78,843771.86,8125147.04,1879499.86,10004646.9,264448,37832.19,Comércio e reparação de veículos automotores e motocicletas,447704819,3708,13,3,245,1,24,256,1597,213,231,92,41,47,142,334,4,184,52,54,175,0,0,2,814,6,6,2,2,798102720,1206187193,0.260453473,0.091532733,0,0,0,0.738435182,0.839258211,0.479111177,0.217771495,0.249336607,0.042997793,0.010782928,267054,16,32,0.4863,0.4903,0.046600489,0.41368527
Embu-Guaçu,SP,3515103,0,0.004970607,0.288597875,0.027932652,0.968184932,0.255611137,0.649542552,0.094846311,0,0,564,0.75,0.713,0.834,0.708,-46.81710887,-23.8318291,765.89,6517,13752,155.64,"Mananciais, Aventura E Arte",D,Urbano,1797.25,237966.9,456485.26,234066.68,930316.08,133.4,1063715.62,67788,15691.8,Demais serviços,114562062,1087,7,2,122,0,3,57,499,35,48,12,7,11,34,72,2,73,28,18,57,0,0,0,0,3,3,3,2,480132504,223893765,0.343877077,0.090623911,0,0,0,2.904612525,0.845624432,0.452985173,0.212061267,0.27396899,0.055407977,0.005576593,68270,5,15,0.5516,0.5155,0.055756821,0.417411978
Emilianópolis,SP,3515129,0,0,0.337086093,0.162082515,0.826821192,0.18782539,0.641569884,0.170604726,5757,35500,1129,0.727,0.69,0.805,0.691,-51.48043143,-21.83130898,340.91,73,235,225.17,Sem Região,Z,Urbano,21278.19,3481.28,16474.45,17159.34,58393.27,1316.34,59709.61,3186,18741.24,"Administração, defesa, educação e saúde públicas e seguridade social",,130,71,0,6,0,0,0,30,2,3,0,0,0,1,2,2,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0.297938788,0.120237352,0,0,0,31.23048095,0.880463576,0.546446032,0.150808575,0.258367807,0.044377586,0,3197,0,0,0.7657,0.385,0.106271123,0.274502441
Encantado,RS,4306809,0,0,0.345099951,0.126448149,0.8174549,0.179530001,0.673028749,0.14744125,1792,9063,272,0.767,0.764,0.858,0.687,-51.87302313,-29.23991721,65.88,522,3013,139.16,Vale Do Taquari,D,Urbano,31079.96,215418.01,337657.09,96964.89,681119.94,87461.56,768.58,22009,34921.24,Demais serviços,61817590,1369,1,1,184,0,6,83,442,109,70,21,21,19,61,85,2,28,70,29,137,0,0,1,29,2,3,2,3,193342492,616735306,0.433792185,0.165230906,0,0,0,4.440497336,0.892442711,0.489565122,0.209626311,0.240603147,0.057583042,0.002567745,22128,5,0,0.513,0.4275,0.030612803,0.227081397
Encanto,RN,2403301,0,0,0.28331103,0.58097166,0.406423246,0.227657573,0.614299153,0.158043274,325,330,3507,0.629,0.589,0.787,0.536,-38.30487899,-6.111134201,220.07,137,27,125.75,Polo Serrano,E,Rural Adjacente,2080.54,1722.02,9472.68,25401.26,38676.5,1758.5,40435.01,5630,7182.06,"Administração, defesa, educação e saúde públicas e seguridade social",,52,0,0,4,0,0,2,22,0,2,0,0,0,1,1,2,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0.063659058,0.19775321,0,0,0,17.83166904,0.842477538,0.681869753,0.122305423,0.152711595,0.043113229,0,5666,3,0,0.5076,0.4735,0.219318182,0.374318182
Encruzilhada,BA,2910404,0,0,0.279727342,0.778880866,0.176428511,0.229906988,0.652039113,0.118053899,14718,36898,5280,0.544,0.533,0.754,0.4,-40.90912075,-15.53458018,641.36,170,275,1890.13,Sem Região,Z,Intermediário Adjacente,41513.14,9.34,51986.41,70.08,172924.46,8879.13,181803.58,19837,9164.87,"Administração, defesa, educação e saúde públicas e seguridade social",,182,7,2,6,0,1,3,106,0,8,1,0,0,2,4,2,25,3,0,12,0,0,0,0,1,0,1,0,35601149,0,0.045472631,0.053885068,0,0,0,5.684078895,0.812421106,0.755800704,0.12124508,0.09255231,0.012222913,0.018178993,19376,8,0,0.4481,0.5122,0.29355189,0.493975904
Encruzilhada Do Sul,RS,4306908,0,0,0.3459281,0.307293508,0.692467596,0.237742068,0.62416858,0.138089352,41794,202488,2967,0.657,0.677,0.875,0.478,-52.52204539,-30.54365732,431.61,683,1036,3348.45,Sem Região,Z,Intermediário Adjacente,241798.42,21669.94,161786,111823.71,537078.07,27698.92,564.78,25801,21889.73,Demais serviços,56800703,620,56,2,45,2,0,10,292,35,30,4,1,7,14,10,3,28,26,11,44,0,0,1,20,0,3,0,3,0,339096795,0.305339072,0.117948121,0,0,0,3.877321546,0.8630472,0.674459242,0.15929914,0.126003589,0.035893076,0.004392179,25872,5,0,0.5895,0.5382,0.09983935,0.349036099
Enéas Marques,PR,4107405,0,0.000491562,0.317876454,0.63814433,0.290512863,0.218274112,0.654258319,0.127467569,6211,21223,509,0.752,0.767,0.835,0.664,-53.16618527,-25.94075598,622.39,223,294,192.2,Sem Região,Z,Rural Adjacente,75.26,53.66,40388.41,28814.2,198.13,20569.81,218696.87,6182,35376.39,"Pecuária, inclusive apoio à pecuária",19736914,191,0,0,13,0,0,7,79,33,3,0,1,3,6,3,3,6,5,1,28,0,0,0,0,1,0,1,0,18503255,0,0.350751252,0.150250417,0,0,0,16.69449082,0.864329019,0.584834123,0.182559242,0.188436019,0.043981043,0,6168,1,0,0.6247,0.5978,0.078852366,0.354930648
Engenheiro Beltrão,PR,4107504,0,0,0.331439666,0.12085051,0.882065296,0.218979292,0.655225827,0.12579488,59538,164792,1049,0.73,0.701,0.82,0.677,-52.26003515,-23.80114407,485.75,188,1241,467.47,Ecoaventuras Histórias E Sabores,D,Rural Adjacente,103992.7,26343.67,173014.03,62883.77,366234.17,30948.73,397182.9,14311,27753.68,Demais serviços,,409,16,0,57,0,2,23,179,23,21,4,3,3,25,12,2,10,8,6,15,0,0,0,0,2,2,2,2,54748100,301698653,0.335092725,0.129457917,0,0,0,28.53067047,0.866820078,0.518334163,0.182926829,0.236518998,0.06022897,0.00190808,14314,3,0,0.5946,0.4533,0.088030504,0.306200265
Engenheiro Caldas,MG,3123700,0,0.001361868,0.312062257,0.187967581,0.809824903,0.272672673,0.607927928,0.119399399,43,644,3233,0.644,0.632,0.815,0.518,-42.04984169,-19.19810287,239.44,234,765,187.06,Trilhas Do Rio Doce,D,Rural Adjacente,9830.12,5838.02,45086.26,40538.87,101293.26,7.19,108.49,11032,9833.78,"Administração, defesa, educação e saúde públicas e seguridade social",19369594,264,0,3,37,0,0,7,110,16,9,3,0,2,14,5,3,7,19,2,27,0,0,0,0,1,0,1,0,43088608,0,0.153651482,0.109002169,0,0,0,27.11496746,0.84114786,0.691800624,0.134844455,0.129062102,0.039088701,0.00508847,11098,4,2,0.5526,0.5006,0.161778291,0.411547344
Engenheiro Coelho,SP,3515152,0,0.004389034,0.295909929,0.285898538,0.656764837,0.272058111,0.665084746,0.062857143,5701,45966,979,0.732,0.72,0.815,0.668,-47.21307973,-22.49118995,629.17,1431,1398,109.94,Trilhos E Trilhas Da Baixamogiana,D,Urbano,24147.77,72798.68,228823.68,71203.47,396973.6,42.81,439.78,19059,23074.63,Demais serviços,46635590,381,52,0,30,0,2,12,138,21,31,8,6,7,15,11,3,6,11,2,26,0,0,0,0,1,2,1,2,83037285,131987280,0.257740091,0.124087951,0,0,0,4.929994084,0.836333567,0.527152419,0.158122908,0.238743535,0.075676909,0.000380286,19497,3,0,0.5152,0.4589,0.081229084,0.339291147
Engenheiro Navarro,MG,3123809,0,0.00028082,0.289385004,0.338670548,0.663296827,0.262066046,0.637595258,0.100338696,552,1670,3020,0.655,0.599,0.791,0.594,-43.94941474,-17.28775321,679.5,123,82,608.31,Serra Do Cabral,E,Rural Adjacente,8728.23,3949.67,25682.12,29329.78,67689.79,4485.62,72175.41,7369,9794.47,"Administração, defesa, educação e saúde públicas e seguridade social",14702449,120,5,0,6,0,0,5,59,13,5,0,0,0,0,1,2,0,2,1,21,0,0,2,79,0,0,0,0,0,0,0.118304804,0.085035892,0,0,0,27.60905577,0.847795563,0.621066578,0.199072541,0.158496191,0.020867837,0.000331236,7377,0,1,0.4427,0.4304,0.156167109,0.396385942
Engenheiro Paulo De Frontin,RJ,3301801,0,0.001057641,0.331570598,0.270448849,0.7434464,0.189513261,0.659384209,0.15110253,33,949,1244,0.722,0.674,0.805,0.694,-43.67947683,-22.54368466,531.18,1495,2312,139.82,Vale Do Café,D,Intermediário Adjacente,25824.83,23700.2,81.23,112498.53,243251.16,16328.96,259580.12,13521,19198.29,"Administração, defesa, educação e saúde públicas e seguridade social",46690862,189,2,1,24,0,1,2,85,2,22,3,1,0,4,9,1,9,11,5,7,0,0,2,460,1,1,1,1,25516527,9181822,0.233613325,0.090889511,0,0,0,21.53779884,0.885170356,0.483314842,0.175556883,0.286336093,0.05462149,0,13576,2,1,0.5151,0.4607,0.05366604,0.351991113
Engenho Velho,RS,4306924,0,0,0.228552718,0.372492837,0.391617551,0.152173913,0.673913043,0.173913043,7269,24642,1408,0.72,0.735,0.821,0.611,-52.9119205,-27.70858652,500.41,17,142,71.19,Sem Região,Z,Rural Adjacente,21845.98,2224.15,15328.25,11505.51,50903.89,2.28,53181.96,1367,38904.14,"Agricultura, inclusive apoio à agricultura e a pós colheita",11689348,40,0,0,3,0,0,1,13,3,2,0,0,0,3,1,2,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0.390625,0.110294118,0,0,0,91.91176471,0.844138834,0.601241272,0.209464701,0.154383243,0.031807603,0.003878976,1340,0,0,0.5254,0.5607,0.094427245,0.305727554
Entre Folhas,MG,3123858,0,0.00057971,0.318647343,0.233474833,0.750724638,0.23963964,0.615186615,0.145173745,472,2625,3427,0.634,0.617,0.792,0.521,-42.23235998,-19.62778335,464.47,111,142,85.39,Sem Região,Z,Rural Adjacente,5.79,2637.23,16627.85,22938.8,47989.66,2039.33,50028.98,5397,9269.78,"Administração, defesa, educação e saúde públicas e seguridade social",,47,0,1,5,0,0,3,26,0,1,0,0,0,1,0,2,0,2,0,6,0,0,0,0,1,0,1,0,13280971,0,0.158522939,0.236478926,0,0,0,18.64975755,0.861062802,0.702648115,0.145421903,0.120062837,0.031867145,0,5443,0,0,0.4569,0.4803,0.129770992,0.405702739
Entre Rios,BA,2910503,0,0.001379414,0.278165128,0.402488504,0.596333266,0.28653741,0.632207596,0.081254994,6840,31644,3818,0.615,0.602,0.785,0.492,-38.07877702,-11.93726137,109.33,4328,848,1187.51,Costa Dos Coqueiros,C,Intermediário Adjacente,95657.77,51020.53,158010.08,132497.38,437185.76,29850.26,467.04,43172,10818.03,"Administração, defesa, educação e saúde públicas e seguridade social",80546667,613,56,0,20,0,2,20,285,23,54,2,1,3,12,22,3,37,9,3,61,0,0,8,677,1,2,1,2,87708105,162105224,0.079944303,0.093340375,0,0,0,4.801459644,0.816713483,0.65851861,0.144607542,0.158150104,0.024290628,0.014433116,43223,31,2,0.5937,0.6249,0.166155921,0.510511155
Entre Rios,SC,4205175,0,0,0.214049039,0.547987616,0.307488403,0.273706897,0.63362069,0.092672414,2031,7555,2978,0.657,0.638,0.808,0.55,-52.56253397,-26.7236211,516.65,58,57,104.55,Sem Região,Z,Rural Adjacente,21998.38,1337.98,9806.79,16658.5,49.8,1.5,51.31,3167,16199.91,"Administração, defesa, educação e saúde públicas e seguridade social",13944989,39,0,1,5,0,0,0,17,4,1,0,0,0,0,3,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0.304484164,0.179366573,0,0,0,31.35779241,0.820742213,0.655228099,0.162293096,0.146951958,0.026645135,0.008477998,3183,1,0,0.6296,0.4399,0.129032258,0.369758065
Entre Rios De Minas,MG,3123908,0,0,0.299396152,0.29315197,0.687894959,0.202510973,0.661018679,0.136470348,994,5367,2632,0.672,0.673,0.802,0.563,-44.06708168,-20.6713572,933.36,1000,913,456.8,Trilha Dos Inconfidentes,D,Rural Adjacente,25480.47,13502.59,79324.59,55376.22,173683.87,10950.18,184634.04,15210,12138.99,Demais serviços,,442,4,8,36,0,1,12,192,21,29,5,4,7,19,14,2,18,13,15,42,0,0,2,65,1,1,1,1,56322929,61942482,0.306756934,0.163730774,0,0,0,19.71868016,0.874736694,0.63669931,0.146973832,0.1558035,0.054824209,0.005779419,15292,0,1,0.5673,0.5007,0.074484309,0.372020226
